1,http://romanrepublic.ac.uk/rdf/entity/Sex/Male,IUNI0001 L. Iunius (46a Supb. 5.356ff.) M. f. Brutus,Iunius,-540,-509
2,http://romanrepublic.ac.uk/rdf/entity/Sex/Male,TARQ0002 L. Tarquinius (8) Egeri f. Collatinus,Tarquinius,-550,-450
3,http://romanrepublic.ac.uk/rdf/entity/Sex/Male,VALE0003 P. Valerius (302) Volus. f. - n. Poplicola,Valerius,-550,-503
4,http://romanrepublic.ac.uk/rdf/entity/Sex/Male,LUCR0004 Sp. Lucretius (30) T. ? f. - n. Tricipitinus,Lucretius,-550,-509
5,http://romanrepublic.ac.uk/rdf/entity/Sex/Male,HORA0005 M. Horatius (15) M. f. - n. Pulvillus,Horatius,-550,-450
6,http://romanrepublic.ac.uk/rdf/entity/Sex/Male,MINU0006 M. Minucius (17 cf. 32) (Augurinus),Minucius,-550,-450
7,http://romanrepublic.ac.uk/rdf/entity/Sex/Male,VETU0007 P. (or C.) Veturius (16) Geminus Cicurinus,Veturius,-550,-425
8,http://romanrepublic.ac.uk/rdf/entity/Sex/Male,PAPI0008 C. Papirius (10),Papirius,-550,-450
9,http://romanrepublic.ac.uk/rdf/entity/Sex/Male,PAPI0009 M'. Papirius (20 cf. 1-5),Papirius,-550,-450
10,http://romanrepublic.ac.uk/rdf/entity/Sex/Male,LUCR0010 T. Lucretius (31) T. f.  Tricipitinus,Lucretius,-550,-450
11,http://romanrepublic.ac.uk/rdf/entity/Sex/Male,HERM0011 T. Herminius (2) Aquilinus,Herminius,-550,-499
12,http://romanrepublic.ac.uk/rdf/entity/Sex/Male,LARC0012 Sp. Larcius (4) Rufus or Flavus,Larcius,-550,-425
13,http://romanrepublic.ac.uk/rdf/entity/Sex/Male,VALE0013 M. Valerius (74) Volus. f. (Volusus),Valerius,-550,-499
14,http://romanrepublic.ac.uk/rdf/entity/Sex/Male,LUCR0014 P. Lucretius (11),Lucretius,-550,-450
15,http://romanrepublic.ac.uk/rdf/entity/Sex/Male,POST0015 P. Postumius (64) Q. f. - n. Tubertus,Postumius,-550,-425
17,http://romanrepublic.ac.uk/rdf/entity/Sex/Male,LARC0017 T. Larcius (2) Flavus or Rufus,Larcius,-550,-425
18,http://romanrepublic.ac.uk/rdf/entity/Sex/Male,MENE0018  Menenius (12) C. f. - n. Lanatus,Menenius,-550,-493
19,http://romanrepublic.ac.uk/rdf/entity/Sex/Male,VERG0019 Opet. Verginius (17) Opit. f.  Tricostus,Verginius,-550,-425
20,http://romanrepublic.ac.uk/rdf/entity/Sex/Male,CASS0020 Sp. Cassius (91) Vecellinus,Cassius,-550,-485
21,http://romanrepublic.ac.uk/rdf/entity/Sex/Male,COMI0021 Post. Cominius (16) Auruncus,Cominius,-550,-425
22,http://romanrepublic.ac.uk/rdf/entity/Sex/Male,VALE0022 M'. Valerius (65) M. f. Volus. n.,Valerius,-550,-450
23,http://romanrepublic.ac.uk/rdf/entity/Sex/Male,SULP0023 Ser. Sulpicius (35) P. f. - n. Camerinus Cornutus,Sulpicius,-550,-463
24,http://romanrepublic.ac.uk/rdf/entity/Sex/Male,TULL0024 M'. Tullius (41) Longus,Tullius,-550,-450
25,http://romanrepublic.ac.uk/rdf/entity/Sex/Male,AEBU0025 T. Aebutius (15) T. f. - n. Helva,Aebutius,-550,-425
27,http://romanrepublic.ac.uk/rdf/entity/Sex/Male,POST0027 A. Postumius (*3) P. f. Albus Regillensis,Postumius,-550,-425
28,http://romanrepublic.ac.uk/rdf/entity/Sex/Male,SEMP0028 A. Sempronius (20) Atratinus,Sempronius,-550,-425
29,http://romanrepublic.ac.uk/rdf/entity/Sex/Male,CLOE0029 Q. Cloelius (10) Siculus,Cloelius,-550,-425
30,http://romanrepublic.ac.uk/rdf/entity/Sex/Male,MINU0030 M. Minucius (32) Augurinus,Minucius,-550,-425
31,http://romanrepublic.ac.uk/rdf/entity/Sex/Male,VERG0031 T. Verginius (21) A. f.  Tricostus Caeliomontanus,Verginius,-550,-425
32,http://romanrepublic.ac.uk/rdf/entity/Sex/Male,CLAU0032 Ap. Claudius (321) M. f. Sabinus Inregillensis,Claudius,-550,-425
33,http://romanrepublic.ac.uk/rdf/entity/Sex/Male,SERV0033 P. Servilius (76) P. f. - n. Priscus Structus,Servilius,-550,-425
34,http://romanrepublic.ac.uk/rdf/entity/Sex/Male,LAET0034 M. Laetorius (8),Laetorius,-550,-425
35,http://romanrepublic.ac.uk/rdf/entity/Sex/Male,VERG0035 A. Verginius (11) A. f.  Tricostus Caeliomontanus,Verginius,-525,-425
36,http://romanrepublic.ac.uk/rdf/entity/Sex/Male,VETU0036 T. Veturius (17) Geminus Cicurinus,Veturius,-525,-425
37,http://romanrepublic.ac.uk/rdf/entity/Sex/Male,VALE0037 M'. Valerius (243) Volus. f. Maximus,Valerius,-525,-463
38,http://romanrepublic.ac.uk/rdf/entity/Sex/Male,SERV0038 Q. Servilius (27) Priscus Structus,Servilius,-525,-425
39,http://romanrepublic.ac.uk/rdf/entity/Sex/Male,ALBI0039 L. Albinius (4) C. f. Paterculus,Albinius,-525,-425
40,http://romanrepublic.ac.uk/rdf/entity/Sex/Male,IUNI0040 L. Iunius (47) Brutus,Iunius,-525,-425
41,http://romanrepublic.ac.uk/rdf/entity/Sex/Male,LICI0041 C. Licinius (11),Licinius,-525,-425
